Cheetah,Trail,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10
Karen,Karen 25-04-21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"1,79478447","2,13074697","2,07727436","2,13198174","1,18450288","1,42641683","1,57252977","1,32453181","1,42087104","3,89972382","1,42468609","1,37761185","1,36802668","4,32995667","5,40679036","5,64829917","3,98405441","3,74216012","1,66463024","3,67603498","1,97226419","3,64822165","0,68469562","1,26318846","2,05790475","1,97356963","1,94434985","2,15294085","2,68489633","1,20446975","1,64241736","2,81276949","2,80943429","1,31618528","2,39098305","4,79707678","4,58278881","1,65136922","2,41631819","3,46738431","3,08798155","2,78093134","2,4291009","2,62997617","1,67946455","4,53545452","5,56988546","4,71029667","4,86033318","5,20696913","4,74872657","0,96589455","1,2508278","1,24938046","0,86014433","0,94905924","1,79597547","1,72944325","0,81940405","1,07746316","1,58222751","1,52019663","1,08218523","0,94957904","1,49960759","1,40784592","1,18102619","3,75371053","3,75555048","2,02848055","1,82028933","2,17086954","1,49624211","0,75340057","0,54313981","1,1440922","3,04838643","2,55846718","2,68880849","2,03477399","59,3527243","82,0476741","47,4200719","73,2272038","105,356189","79,5317624","96,8314231","97,982109","19,6815526","20,1058622","16,5540335","104,302024","103,723579","4,77015345","3,40984353","3,04709422","0,6348113","1,92257135","3,24660634","4,93339064","3,88141764","1,72305923","4,26230442","5,11527981","6,48220942","5,82689901","4,32608022","29,9243786","1,0619076","1,5196661","1,632502","1,39909945","10,7950737","19,7275325","4,97300409","7,04846105","15,4146021"
Karen,Karen 25-04-21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,"1,60735071","2,09595415","2,25541738","2,21572209","1,2291501","1,28325935","1,63173608","1,54983941","1,47333214","3,7809495","1,71412602","1,21679911","1,52723818","4,39468493","5,24468765","5,48170602","3,87174469","3,64670224","1,59798541","3,50836225","1,97334378","3,50741772","0,5709202","1,36921348","2,26909013","1,95109272","1,74325205","2,42069776","2,28831459","1,05022676","1,12878949","2,83147813","2,47672855","1,78419977","2,68475226","4,5040278","4,43360952","1,64041377","2,15418625","3,35052219","3,10761844","3,05804172","2,74497992","3,04216662","1,76044399","4,42767893","5,41284475","4,84139552","4,68820647","4,78852251","4,4186791","0,75470696","1,33553105","1,14319426","0,86122943","0,7452662","1,7008566","1,70612142","0,90627359","1,36777606","1,29606969","1,73202384","1,15428884","1,15306138","1,59654652","1,53515059","1,15510642","3,46940331","3,71292162","1,99558425","1,88118313","2,61575978","1,64438576","0,87635127","0,28403241","1,49113452","3,21563438","2,6293585","2,83323555","2,04919552","73,5464753","75,3363475","42,8412746","63,6122501","102,943731","95,040691","94,8347292","94,7675744","21,0778363","18,5356952","22,6290137","100,834376","116,334465","4,09780274","3,81397225","3,21083245","0,33704871","2,28838335","3,49466294","4,41711204","4,32841502","1,50784949","3,60109938","5,03127203","6,05228387","5,30491288","3,88294482","30,3721266","0,9744268","1,34339675","1,78049632","1,71630027","9,81129626","18,9016457","4,93837553","6,42715745","16,7392773"
Karen,Karen 25-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,1,0,"2,01259245","2,03657875","2,16588986","2,07341302","1,34666879","1,40455321","1,5649139","1,52740188","1,41139553","3,82281442","1,21220953","1,76395186","1,52804535","4,20674831","5,33562661","5,75761754","4,28982003","3,60731653","1,72831007","3,62721769","2,13039985","3,59012824","0,66838008","1,35329682","2,24075611","2,39775434","1,4000667","2,6025301","2,07597167","1,80885564","0,92245412","2,90895685","2,38435138","1,80057608","2,8279405","4,14763195","4,91636616","1,79261117","2,33099644","3,4996163","3,26055606","3,08998511","2,58793051","3,03325736","1,89238687","4,69880216","5,52484057","4,88008074","4,78898548","4,62027757","4,37230274","0,91668137","1,51797617","1,36465224","1,07245501","0,94269318","1,78246835","1,5351057","0,83685094","1,23470739","1,32562695","1,54735205","1,24990046","1,04365277","1,59194334","1,36982902","1,16591217","3,43483378","3,732253","2,27527714","1,67712774","2,78910669","1,8397518","0,32176794","0,54968792","1,82996684","2,87627","3,25316055","2,35973431","2,73649862","80,0503715","81,2452006","48,7916784","51,1579501","96,1548079","97,2102239","86,8258876","99,4123643","25,8001234","13,8334715","24,9739109","98,9333415","122,753947","4,44185283","3,66849452","2,87530652","1,01131471","2,24075611","3,50985692","4,60049043","4,46525045","1,67522828","3,88662122","5,118099","6,13459264","5,44335201","3,809161","32,3071025","1,34204964","1,42147948","1,68808061","1,56637995","10,5252396","19,9946916","5,17159007","6,3976407","17,9322684"
Karen,Karen 25-04-21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,1,0,1,1,0,0,"1,91980617","2,13823859","2,18313476","2,3052761","1,10889118","1,50468587","1,30775479","1,2667332","1,76297086","3,78471151","1,0646704","1,43794757","1,55051645","4,15862506","5,45991555","5,70708037","4,09402874","3,52441683","1,93549871","3,50021151","2,20686887","3,44971886","0,75671659","1,38317591","2,21272852","2,23908209","2,12934081","2,49601189","1,82571308","1,67362695","1,06397358","2,75600862","2,66695095","1,67575264","2,43683519","4,12456572","4,66212412","1,44938044","2,49271074","3,66642138","3,3726384","3,01636622","2,6896628","2,70059706","1,61148323","4,55540224","5,43843875","4,5883972","4,83409694","4,95938131","4,16674933","0,85565608","1,38690964","1,43866946","0,80731253","0,98837677","1,5876672","1,93527353","0,85721481","1,0485264","1,50468587","1,43990614","1,1168881","0,98717546","1,68449277","1,56593728","1,06397358","3,72040074","3,6735388","2,25120519","2,03818802","2,56412764","1,5954279","0,83423824","0,49671314","1,60555119","3,09568088","2,62873461","2,75710438","1,85540986","61,6774101","70,4633451","51,9733209","66,3492691","97,5510084","85,487484","97,7943356","85,307561","22,0452311","21,8401032","22,7265223","101,334001","114,845619","4,09924259","3,87533438","3,08304379","0,44781642","2,17018725","3,35862313","4,61595384","3,66864988","2,03239758","3,97867663","4,84978156","6,11157753","5,48244462","3,8062447","30,3535585","1,06291891","1,56634436","1,42498772","1,45376336","10,4749279","19,7908203","6,39531283","6,77918586","17,3199714"
Cady,Cady 19-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1,55424542","2,42286519","2,38001773","2,26794347","1,27896888","1,60367821","1,64407569","1,46752893","1,39704592","3,58008485","1,57068963","1,56809649","1,45422377","3,94524282","5,25017823","5,65432497","3,99683641","3,4359224","1,81425583","3,52770855","2,12661643","3,43060696","0,63658324","1,09450581","2,59772754","2,44042576","1,65699282","2,1923626","1,92277817","2,20134858","1,95842907","1,68865565","3,25192999","2,07449183","2,61349414","4,16722893","3,24111582","1,67052076","2,67574145","3,42171696","3,05390057","2,90063368","2,65589146","2,58537202","1,66177716","3,88428067","5,01511368","4,39034588","3,98670214","4,13086366","3,93829307","1,05701194","0,98397929","0,94461035","1,04295446","1,5009638","1,56887101","1,77000319","0,97448881","0,94769186","1,89374863","1,64905579","1,33310427","1,2142622","1,47351828","1,59817672","1,13397174","2,8293692","3,5124109","2,56477692","1,77549247","2,22058043","1,74431085","0,12986857","0,9010429","1,22670196","2,55557667","3,19723662","1,90061919","3,19348225","61,5146514","60,842781","56,6911876","61,7941609","92,0751641","86,3040616","75,6815887","116,547903","26,1893465","16,9603401","17,3613923","107,202483","120,837642","4,94883689","3,47190116","2,54606085","2,0831407","1,10219084","3,96788704","4,45285101","4,7798117","1,11452152","4,39774147","5,09858283","6,35643121","5,54961573","3,61735274","31,0633702","0,99384805","3,70138851","1,90715323","1,65799269","10,9472709","18,2467271","4,89452854","4,85948085","17,5889603"
Cady,Cady 19-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"1,376216","2,06985249","1,96070623","2,08268312","1,03532105","1,43564439","1,43661404","1,43484289","1,37198609","3,62647971","1,76151474","1,36986623","1,49692102","4,24318829","5,40524029","5,61326442","3,8730195","3,55221167","1,85302863","3,47070074","2,14256368","3,42843706","0,43783548","1,34088199","2,30864257","2,09112558","2,31747919","2,30954963","2,53490986","1,06210899","2,02307831","2,14297517","2,82811672","1,84895","2,29310667","4,6158081","3,49736395","1,50957376","2,77009097","3,47452695","2,85397228","2,84868864","3,06218523","2,86097695","1,48241029","3,95824819","5,17660527","4,44840468","4,71618888","5,19259228","4,67180548","0,70812016","1,03812428","0,96635757","0,75480394","1,29474767","1,4109722","0,89614153","1,43243568","1,33422103","1,10507638","1,25006717","1,16295119","0,90381077","1,66874484","1,80054037","0,846672","3,68183611","3,4703923","2,76538403","2,03745863","2,81690601","1,56962873","0,98362195","0,48993632","1,25992083","3,05919248","2,49797371","2,54763609","1,88837938","54,8323896","59,6141907","49,2407228","75,9268876","87,2880104","78,7070244","91,6942093","93,9078487","20,9151942","24,1877919","18,742042","115,16448","103,765988","4,55569546","3,63135145","3,0591385","0,7042621","1,79366754","3,66436374","4,52268318","4,12653574","1,43053239","4,42364632","5,33300285","6,68226803","5,8666691","4,16439225","28,9694172","0,7104357","2,32953161","1,39520029","1,48765259","10,8253351","19,9980323","5,55355589","6,38544497","14,7324287"
Cady,Cady 19-04-21,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,"1,75431699","2,37046844","2,22610791","2,00683854","1,18868233","1,84517466","1,46018952","1,45320345","1,47320448","3,66732587","1,60880916","1,83021256","1,82367354","4,12190489","5,19628091","5,78959489","3,98767112","3,49777309","1,69850782","3,44285959","2,3467353","3,37331584","0,62333451","1,24798053","2,65957975","1,91338541","2,63324638","2,49102208","2,15773518","1,56483298","1,84301526","1,53876418","2,61861123","1,86673288","2,9535441","4,1644996","3,22736688","1,66867795","2,19899404","3,41867684","3,07782198","3,09676475","2,71384886","2,66581779","1,61064304","3,11415693","4,79881996","4,21962539","4,65175684","4,90674703","4,46582426","0,65964248","1,55164965","1,33812332","0,80397228","0,9628176","1,95844314","1,84256935","1,35320137","1,25616089","1,43503906","1,72389584","0,9131529","1,18228406","1,32964105","1,2170064","1,22601027","3,37729527","3,20490281","2,18927011","2,43721776","2,46286808","1,44115095","1,02211583","0,6019785","1,43387213","3,0576188","2,87642658","2,43564407","2,30033051","53,8291674","64,0234041","65,8713874","60,2994452","87,323057","77,4879141","96,5548654","98,9789658","19,6981143","27,0502275","20,6207088","132,352047","101,080711","3,90150937","4,27254629","3,03575657","0,69709966","2,15876023","3,56420309","4,60985257","4,47557976","1,46468455","4,11513669","4,96470854","6,22259757","4,91425148","3,35986335","30,4273693","1,02189389","3,16845889","1,57161933","1,45487299","11,0261131","19,8396713","5,07729625","5,31900604","16,7184925"
Cady,Cady 19-04-21,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,"1,43187096","2,43205239","2,19097522","2,20676198","1,04673137","1,70539629","1,52464485","1,54144892","1,43539809","4,37976672","1,22888272","1,27997848","1,27473593","4,6594413","5,37905691","6,12704012","4,30335287","4,05257252","1,32648439","3,9595316","2,16750851","3,93769422","0,49550804","1,35331556","2,45521282","1,76900098","2,13400203","2,40620655","2,46179355","2,1255317","1,65475922","2,30274136","2,81580898","1,74860377","2,61669134","4,59362734","3,73452872","1,99415069","2,35338753","3,34467516","2,7350822","3,29059964","2,75762681","2,74382873","1,34027772","3,57217707","5,0856322","4,27755163","5,48975915","5,2249933","4,85206447","0,61438575","1,19219136","1,10020248","0,71349747","1,28450825","1,88737485","1,90190956","0,97669061","1,10818561","1,45323451","1,94074692","0,89833692","1,14333049","1,56301977","1,59649924","1,11843572","3,81074701","3,46812953","2,09065457","2,02166602","2,34515659","1,52833338","0,8459128","0,55175422","1,30787703","2,95284827","2,70677758","2,73943985","2,07819575","69,6973723","69,7957146","55,4720283","54,8305993","105,436373","90,6387903","98,7896746","93,4264525","18,5760303","20,0489955","17,58407","117,152345","90,0757546","4,44235126","4,00980653","2,94598031","0,5845199","2,11596205","3,6240234","4,8281344","3,93112124","1,80054902","4,2085433","4,75391155","6,1746996","5,01584836","3,94165829","31,9089125","0,7444848","3,1028514","1,5875737","1,70032266","12,0564855","20,7833917","3,35438408","6,3854178","15,7447432"
Cady,Cady 19-04-21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"1,37899391","1,95759212","2,40169182","1,95556744","0,95404786","1,28783683","1,32228909","1,43534453","1,43198268","3,73455709","1,67889785","1,05819072","1,43823953","4,06218987","5,1093031","5,52974741","4,11231463","3,51036013","1,59894298","3,58363658","1,94611083","3,49426418","0,52965607","1,10590112","2,64973245","2,24270168","1,74745859","2,11750422","2,09152775","1,55212271","1,47455195","2,59907347","2,59757426","1,9802271","2,63640172","4,0427695","3,97702367","1,72010218","2,68684893","3,73853408","2,89412067","3,05121507","2,87611297","3,1153497","1,51018073","4,43073965","5,49832814","4,86017347","4,34065412","4,27845335","3,98233257","0,65510015","1,11061288","1,04424754","0,60946797","1,10273779","1,14128091","1,27423036","1,17957215","1,48004911","1,26325012","1,30858676","1,43387181","1,18871626","1,22055982","1,38848902","1,05199564","2,90682364","3,95381364","2,59879928","1,89224217","2,56281608","1,73403457","0,30003032","0,83411941","1,37232386","2,55322722","3,01326816","2,03601097","2,45246776","71,1458851","60,3004759","32,608688","76,2454268","90,1436144","94,323281","90,8952085","96,1281067","25,1436745","18,3614454","18,9879488","93,908323","122,27962","4,43560972","3,86104887","2,55105015","1,27552507","1,73517375","3,63122454","4,66543406","4,60797797","0,953771","4,09087321","5,51063459","6,56278276","5,7265589","4,05698547","28,5839165","0,65746732","2,73035785","1,58662353","1,39106035","9,84411726","18,4626304","4,46712003","5,70942823","14,5646375"
Cady,Cady 19-04-21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"1,36731751","2,28009473","2,68190266","2,31473519","1,06519596","1,51969811","1,52650099","1,48639267","1,53086995","3,55646917","1,73398279","1,68949558","1,46383916","3,92129231","5,33844659","5,39676468","3,76153388","3,29364417","2,04480243","3,26968139","2,12708329","3,2248157","0,69109093","1,16788112","2,92728385","2,30611709","1,98078227","2,34351741","2,27153756","1,32959208","1,65907457","2,4065655","3,39557573","1,78097039","2,77330135","4,58624482","3,77286703","1,5283873","2,56896774","3,43696596","3,13057469","2,99375789","3,04670954","2,93929122","1,74579975","4,45817005","5,27534474","4,51004958","4,49846458","5,0667254","4,42013534","0,83259787","0,88493037","0,99559271","0,75614345","0,96405944","2,0825065","1,80575175","0,85858127","0,8692024","2,15555765","2,01418694","1,24868438","1,10635692","1,7045025","1,56665821","1,16162036","3,41339654","3,3592975","2,33776999","1,94630588","2,26489075","1,5607721","0,69625552","0,51448303","1,39616907","2,8989809","2,71989328","2,5814434","2,20450697","56,2288108","57,5276426","52,740982","71,0302072","100,849118","81,3693776","88,5843447","96,5566756","22,9355014","21,2564315","21,4731521","106,308352","111,45076","4,53625533","4,26810231","2,89381806","0,89384342","1,82120596","3,93291103","4,87144661","4,25692927","1,35193817","3,92173799","5,30927659","6,57313055","6,02529572","4,0633639","30,7355272","0,72355457","2,79010434","2,01711436","1,71426008","9,79395282","19,3591421","6,02874759","5,68644486","16,8943626"
Cady,Cady 19-04-21,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,"2,30982645","2,30291074","2,37893779","1,77970133","1,28250584","1,41501993","1,2850104","1,19786656","1,69779371","3,56354487","1,74033498","1,54526997","1,61137684","3,38727803","4,88947468","5,36921216","3,97929552","2,72792573","2,16154895","2,88689121","2,48232095","2,7231883","0,79395566","1,26583377","2,729158","2,69081617","2,22320926","2,5827452","2,10675876","0,89746963","1,52187879","1,64114933","2,84126736","2,47578838","3,12873575","3,87149694","3,90483367","2,03788","2,71422367","4,12815368","3,29618364","3,61177517","3,17603789","3,38648667","1,6073992","3,857271","5,09343064","4,65485073","4,51436792","4,77170224","4,27449672","1,23093562","1,40540828","1,4366853","1,21542171","1,13650694","1,87374687","1,64575262","0,88501989","1,48697127","1,38238689","1,17233183","1,39636267","0,79153807","1,30182647","1,29716911","0,94382916","3,08126485","3,47633835","2,49105276","2,51006562","3,15815018","1,79314","0,38910172","0,81044916","1,93422599","2,89805628","3,51585898","2,37198317","3,05772238","61,9955097","61,0282765","46,3054824","71,6990079","91,3433777","84,926396","79,0082237","103,572644","31,8385138","24,4605118","27,2390329","120,887726","118,17933","4,03117598","3,91888695","2,89705683","1,81908219","1,69556427","4,08732049","3,86274244","5,19898183","1,21272146","3,50341756","5,53360494","6,43740353","5,36929435","3,07179756","32,8536175","1,48084345","3,12686251","1,52692871","1,06368048","8,73520482","18,9830273","7,11036859","5,1471115","20,8624357"
Gracie,,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,"2,16582036","2,39970534","2,41292271","1,89295893","1,35838505","1,38021033","1,60711155","1,55797996","1,49950046","3,89752445","1,4688437","1,59580287","1,81734497","3,51172352","5,07982811","5,90684449","4,52202605","3,09145498","1,98837312","3,36381544","2,54302905","3,09421146","0,8814582","1,16524864","2,89145328","2,94067028","1,93320036","2,50492221","2,40205094","1,03217058","1,26586563","2,73996721","3,26859457","1,9798099","3,0318108","4,25331163","4,90519505","1,91726823","2,56292514","3,78546373","3,32105328","3,41075926","2,99694351","3,36263049","1,93241111","5,20193162","6,51131387","5,71764442","4,36603028","4,39817269","4,42868048","1,31685836","1,28258955","1,46810286","1,03254252","1,22606065","1,73066069","1,55982724","1,07689536","1,24737964","1,69807317","1,55830852","1,31101385","1,10395032","1,4969804","1,36369814","0,98943615","3,15189878","4,36853596","2,97722917","1,97728746","2,79338558","1,98565982","0,0276898","1,03643611","1,95515118","2,7946279","3,74502767","2,15161641","3,21610032","69,4474503","66,8529077","23,8672653","86,6852844","87,9253754","82,1405131","81,0753571","103,178294","34,2547806","18,3554237","23,3004645","90,2300715","136,788103","4,88730215","4,09537819","2,79436026","1,9345571","1,81011191","4,00487259","4,97780774","4,86467575","1,67435351","4,25376298","5,97856296","7,19649324","6,12496658","3,93538386","34,3616435","1,44121429","3,97506624","1,93275405","1,47417132","9,66005859","20,6090892","5,76012159","6,88270856","20,0086312"
